sticker_id,team_code,country,sticker_number,owned
CZE14,CZE,Rep. Tcheca,14,True
CZE16,CZE,Rep. Tcheca,16,True
CZE17,CZE,Rep. Tcheca,17,True
CZE18,CZE,Rep. Tcheca,18,True
CZE19,CZE,Rep. Tcheca,19,True
ECU01,ECU,Equador,1,True
ECU02,ECU,Equador,2,True
ECU03,ECU,Equador,3,True
ECU04,ECU,Equador,4,True
ECU05,ECU,Equador,5,True
ECU07,ECU,Equador,7,True
ECU08,ECU,Equador,8,True
ECU13,ECU,Equador,13,True
ECU16,ECU,Equador,16,True
ECU17,ECU,Equador,17,True
ECU20,ECU,Equador,20,True
EGY03,EGY,Egito,3,True
EGY04,EGY,Egito,4,True
EGY05,EGY,Egito,5,True
EGY07,EGY,Egito,7,True
EGY10,EGY,Egito,10,True
EGY11,EGY,Egito,11,True
EGY15,EGY,Egito,15,True
EGY16,EGY,Egito,16,True
EGY18,EGY,Egito,18,True
EGY19,EGY,Egito,19,True
EGY20,EGY,Egito,20,True
ENG03,ENG,Inglaterra,3,True
ENG04,ENG,Inglaterra,4,True
ENG05,ENG,Inglaterra,5,True
ENG07,ENG,Inglaterra,7,True
ENG08,ENG,Inglaterra,8,True
ENG09,ENG,Inglaterra,9,True
ENG10,ENG,Inglaterra,10,True
ENG11,ENG,Inglaterra,11,True
ENG14,ENG,Inglaterra,14,True
ENG15,ENG,Inglaterra,15,True
ENG16,ENG,Inglaterra,16,True
ENG18,ENG,Inglaterra,18,True
ESP02,ESP,Espanha,2,True
ESP03,ESP,Espanha,3,True
ESP05,ESP,Espanha,5,True
ESP07,ESP,Espanha,7,True
ESP08,ESP,Espanha,8,True
ESP09,ESP,Espanha,9,True
ESP11,ESP,Espanha,11,True
ESP12,ESP,Espanha,12,True
ESP15,ESP,Espanha,15,True
ESP17,ESP,Espanha,17,True
FRA01,FRA,França,1,True
FRA04,FRA,França,4,True
FRA05,FRA,França,5,True
FRA07,FRA,França,7,True
FRA09,FRA,França,9,True
FRA11,FRA,França,11,True
FRA14,FRA,França,14,True
FRA16,FRA,França,16,True
FRA17,FRA,França,17,True
FRA18,FRA,França,18,True
FRA20,FRA,França,20,True
FWC00,FWC,FIFA World Cup,0,True
FWC01,FWC,FIFA World Cup,1,True
FWC02,FWC,FIFA World Cup,2,True
FWC03,FWC,FIFA World Cup,3,True
FWC04,FWC,FIFA World Cup,4,True
FWC05,FWC,FIFA World Cup,5,True
FWC07,FWC,FIFA World Cup,7,True
FWC08,FWC,FIFA World Cup,8,True
FWC09,FWC,FIFA World Cup,9,True
FWC10,FWC,FIFA World Cup,10,True
FWC12,FWC,FIFA World Cup,12,True
FWC13,FWC,FIFA World Cup,13,True
FWC14,FWC,FIFA World Cup,14,True
FWC15,FWC,FIFA World Cup,15,True
FWC16,FWC,FIFA World Cup,16,True
FWC17,FWC,FIFA World Cup,17,True
FWC18,FWC,FIFA World Cup,18,True
FWC19,FWC,FIFA World Cup,19,True
GER02,GER,Alemanha,2,True
GER04,GER,Alemanha,4,True
GER05,GER,Alemanha,5,True
GER06,GER,Alemanha,6,True
GER07,GER,Alemanha,7,True
GER08,GER,Alemanha,8,True
GER10,GER,Alemanha,10,True
GER11,GER,Alemanha,11,True
GER12,GER,Alemanha,12,True
GER15,GER,Alemanha,15,True
GER16,GER,Alemanha,16,True
GER18,GER,Alemanha,18,True
GER19,GER,Alemanha,19,True
GER20,GER,Alemanha,20,True
GHA03,GHA,Gana,3,True
GHA04,GHA,Gana,4,True
GHA05,GHA,Gana,5,True
GHA06,GHA,Gana,6,True
GHA07,GHA,Gana,7,True
GHA12,GHA,Gana,12,True
GHA14,GHA,Gana,14,True
GHA17,GHA,Gana,17,True
GHA18,GHA,Gana,18,True
GHA19,GHA,Gana,19,True
GHA20,GHA,Gana,20,True
HAI02,HAI,Haiti,2,True
HAI03,HAI,Haiti,3,True
HAI05,HAI,Haiti,5,True
HAI06,HAI,Haiti,6,True
HAI09,HAI,Haiti,9,True
HAI10,HAI,Haiti,10,True
HAI11,HAI,Haiti,11,True
HAI12,HAI,Haiti,12,True
HAI14,HAI,Haiti,14,True
HAI15,HAI,Haiti,15,True
HAI19,HAI,Haiti,19,True
HAI20,HAI,Haiti,20,True
IRN02,IRN,Irã,2,True
IRN04,IRN,Irã,4,True
IRN05,IRN,Irã,5,True
IRN06,IRN,Irã,6,True
IRN07,IRN,Irã,7,True
IRN08,IRN,Irã,8,True
IRN09,IRN,Irã,9,True
IRN10,IRN,Irã,10,True
IRN12,IRN,Irã,12,True
IRN13,IRN,Irã,13,True
IRN14,IRN,Irã,14,True
IRN15,IRN,Irã,15,True
IRN17,IRN,Irã,17,True
IRN18,IRN,Irã,18,True
IRN20,IRN,Irã,20,True
IRQ01,IRQ,Iraque,1,True
IRQ04,IRQ,Iraque,4,True
IRQ06,IRQ,Iraque,6,True
IRQ08,IRQ,Iraque,8,True
IRQ10,IRQ,Iraque,10,True
IRQ11,IRQ,Iraque,11,True
IRQ13,IRQ,Iraque,13,True
IRQ14,IRQ,Iraque,14,True
IRQ15,IRQ,Iraque,15,True
IRQ17,IRQ,Iraque,17,True
IRQ18,IRQ,Iraque,18,True
IRQ19,IRQ,Iraque,19,True
IRQ20,IRQ,Iraque,20,True
JOR01,JOR,Jordânia,1,True
JOR04,JOR,Jordânia,4,True
JOR05,JOR,Jordânia,5,True
JOR06,JOR,Jordânia,6,True
JOR07,JOR,Jordânia,7,True
JOR08,JOR,Jordânia,8,True
JOR09,JOR,Jordânia,9,True
JOR10,JOR,Jordânia,10,True
JOR11,JOR,Jordânia,11,True
JOR12,JOR,Jordânia,12,True
JOR13,JOR,Jordânia,13,True
JOR14,JOR,Jordânia,14,True
JOR15,JOR,Jordânia,15,True
JOR16,JOR,Jordânia,16,True
JOR17,JOR,Jordânia,17,True
JOR18,JOR,Jordânia,18,True
JOR19,JOR,Jordânia,19,True
JOR20,JOR,Jordânia,20,True
JPN03,JPN,Japão,3,True
JPN05,JPN,Japão,5,True
JPN08,JPN,Japão,8,True
JPN09,JPN,Japão,9,True
JPN14,JPN,Japão,14,True
JPN15,JPN,Japão,15,True
JPN16,JPN,Japão,16,True
JPN18,JPN,Japão,18,True
KOR01,KOR,Coreia do Sul,1,True
KOR03,KOR,Coreia do Sul,3,True
KOR07,KOR,Coreia do Sul,7,True
KOR08,KOR,Coreia do Sul,8,True
KOR10,KOR,Coreia do Sul,10,True
KOR11,KOR,Coreia do Sul,11,True
KOR12,KOR,Coreia do Sul,12,True
KOR13,KOR,Coreia do Sul,13,True
KOR15,KOR,Coreia do Sul,15,True
KOR16,KOR,Coreia do Sul,16,True
KOR19,KOR,Coreia do Sul,19,True
KOR20,KOR,Coreia do Sul,20,True
KSA04,KSA,Arábia Saudita,4,True
KSA05,KSA,Arábia Saudita,5,True
KSA06,KSA,Arábia Saudita,6,True
KSA07,KSA,Arábia Saudita,7,True
KSA09,KSA,Arábia Saudita,9,True
KSA10,KSA,Arábia Saudita,10,True
KSA11,KSA,Arábia Saudita,11,True
KSA12,KSA,Arábia Saudita,12,True
KSA13,KSA,Arábia Saudita,13,True
KSA14,KSA,Arábia Saudita,14,True
KSA15,KSA,Arábia Saudita,15,True
KSA16,KSA,Arábia Saudita,16,True
KSA17,KSA,Arábia Saudita,17,True
KSA18,KSA,Arábia Saudita,18,True
KSA19,KSA,Arábia Saudita,19,True
KSA20,KSA,Arábia Saudita,20,True
MAR01,MAR,Marrocos,1,True
MAR02,MAR,Marrocos,2,True
MAR03,MAR,Marrocos,3,True
MAR04,MAR,Marrocos,4,True
MAR06,MAR,Marrocos,6,True
MAR07,MAR,Marrocos,7,True
MAR08,MAR,Marrocos,8,True
MAR09,MAR,Marrocos,9,True
MAR10,MAR,Marrocos,10,True
MAR11,MAR,Marrocos,11,True
MAR14,MAR,Marrocos,14,True
MAR15,MAR,Marrocos,15,True
MAR16,MAR,Marrocos,16,True
MAR17,MAR,Marrocos,17,True
MAR18,MAR,Marrocos,18,True
MAR19,MAR,Marrocos,19,True
MAR20,MAR,Marrocos,20,True
MEX02,MEX,México,2,True
MEX03,MEX,México,3,True
MEX04,MEX,México,4,True
MEX05,MEX,México,5,True
MEX06,MEX,México,6,True
MEX07,MEX,México,7,True
MEX08,MEX,México,8,True
MEX09,MEX,México,9,True
MEX10,MEX,México,10,True
MEX11,MEX,México,11,True
MEX12,MEX,México,12,True
MEX13,MEX,México,13,True
MEX14,MEX,México,14,True
MEX15,MEX,México,15,True
MEX16,MEX,México,16,True
MEX17,MEX,México,17,True
MEX20,MEX,México,20,True
NED01,NED,Holanda,1,True
NED02,NED,Holanda,2,True
NED03,NED,Holanda,3,True
NED04,NED,Holanda,4,True
NED05,NED,Holanda,5,True
NED06,NED,Holanda,6,True
NED08,NED,Holanda,8,True
NED09,NED,Holanda,9,True
NED10,NED,Holanda,10,True
NED12,NED,Holanda,12,True
NED14,NED,Holanda,14,True
NED15,NED,Holanda,15,True
NED18,NED,Holanda,18,True
NED20,NED,Holanda,20,True
NOR05,NOR,Noruega,5,True
NOR08,NOR,Noruega,8,True
NOR09,NOR,Noruega,9,True
NOR11,NOR,Noruega,11,True
NOR12,NOR,Noruega,12,True
NOR13,NOR,Noruega,13,True
NOR14,NOR,Noruega,14,True
NOR18,NOR,Noruega,18,True
NOR19,NOR,Noruega,19,True
NOR20,NOR,Noruega,20,True
NZL02,NZL,Nova Zelândia,2,True
NZL03,NZL,Nova Zelândia,3,True
NZL05,NZL,Nova Zelândia,5,True
NZL06,NZL,Nova Zelândia,6,True
NZL07,NZL,Nova Zelândia,7,True
NZL09,NZL,Nova Zelândia,9,True
NZL10,NZL,Nova Zelândia,10,True
NZL11,NZL,Nova Zelândia,11,True
NZL12,NZL,Nova Zelândia,12,True
NZL13,NZL,Nova Zelândia,13,True
NZL14,NZL,Nova Zelândia,14,True
NZL15,NZL,Nova Zelândia,15,True
NZL19,NZL,Nova Zelândia,19,True
PAN02,PAN,Panamá,2,True
PAN03,PAN,Panamá,3,True
PAN05,PAN,Panamá,5,True
PAN06,PAN,Panamá,6,True
PAN08,PAN,Panamá,8,True
PAN09,PAN,Panamá,9,True
PAN10,PAN,Panamá,10,True
PAN13,PAN,Panamá,13,True
PAN14,PAN,Panamá,14,True
PAN15,PAN,Panamá,15,True
PAN16,PAN,Panamá,16,True
PAN18,PAN,Panamá,18,True
PAN19,PAN,Panamá,19,True
PAN20,PAN,Panamá,20,True
PAR03,PAR,Paraguai,3,True
PAR05,PAR,Paraguai,5,True
PAR06,PAR,Paraguai,6,True
PAR07,PAR,Paraguai,7,True
PAR10,PAR,Paraguai,10,True
PAR11,PAR,Paraguai,11,True
PAR13,PAR,Paraguai,13,True
PAR15,PAR,Paraguai,15,True
PAR16,PAR,Paraguai,16,True
PAR17,PAR,Paraguai,17,True
PAR20,PAR,Paraguai,20,True
POR01,POR,Portugal,1,True
POR06,POR,Portugal,6,True
POR07,POR,Portugal,7,True
POR09,POR,Portugal,9,True
POR10,POR,Portugal,10,True
POR11,POR,Portugal,11,True
POR12,POR,Portugal,12,True
POR13,POR,Portugal,13,True
POR14,POR,Portugal,14,True
POR15,POR,Portugal,15,True
POR16,POR,Portugal,16,True
POR18,POR,Portugal,18,True
POR19,POR,Portugal,19,True
POR20,POR,Portugal,20,True
QAT01,QAT,Catar,1,True
QAT02,QAT,Catar,2,True
QAT03,QAT,Catar,3,True
QAT04,QAT,Catar,4,True
QAT05,QAT,Catar,5,True
QAT06,QAT,Catar,6,True
QAT07,QAT,Catar,7,True
QAT08,QAT,Catar,8,True
QAT09,QAT,Catar,9,True
QAT10,QAT,Catar,10,True
QAT11,QAT,Catar,11,True
QAT12,QAT,Catar,12,True
QAT13,QAT,Catar,13,True
QAT14,QAT,Catar,14,True
QAT15,QAT,Catar,15,True
QAT16,QAT,Catar,16,True
QAT18,QAT,Catar,18,True
QAT19,QAT,Catar,19,True
QAT20,QAT,Catar,20,True
RSA01,RSA,África do Sul,1,True
RSA02,RSA,África do Sul,2,True
RSA03,RSA,África do Sul,3,True
RSA04,RSA,África do Sul,4,True
RSA05,RSA,África do Sul,5,True
RSA06,RSA,África do Sul,6,True
RSA08,RSA,África do Sul,8,True
RSA09,RSA,África do Sul,9,True
RSA10,RSA,África do Sul,10,True
RSA11,RSA,África do Sul,11,True
RSA12,RSA,África do Sul,12,True
RSA13,RSA,África do Sul,13,True
RSA14,RSA,África do Sul,14,True
RSA17,RSA,África do Sul,17,True
RSA18,RSA,África do Sul,18,True
RSA19,RSA,África do Sul,19,True
RSA20,RSA,África do Sul,20,True
SCO01,SCO,Escócia,1,True
SCO02,SCO,Escócia,2,True
SCO03,SCO,Escócia,3,True
SCO04,SCO,Escócia,4,True
SCO05,SCO,Escócia,5,True
SCO06,SCO,Escócia,6,True
SCO07,SCO,Escócia,7,True
SCO09,SCO,Escócia,9,True
SCO10,SCO,Escócia,10,True
SCO11,SCO,Escócia,11,True
SCO13,SCO,Escócia,13,True
SCO14,SCO,Escócia,14,True
SCO15,SCO,Escócia,15,True
SCO16,SCO,Escócia,16,True
SCO17,SCO,Escócia,17,True
SCO18,SCO,Escócia,18,True
SCO19,SCO,Escócia,19,True
SCO20,SCO,Escócia,20,True
SEN02,SEN,Senegal,2,True
SEN03,SEN,Senegal,3,True
SEN04,SEN,Senegal,4,True
SEN05,SEN,Senegal,5,True
SEN06,SEN,Senegal,6,True
SEN07,SEN,Senegal,7,True
SEN08,SEN,Senegal,8,True
SEN09,SEN,Senegal,9,True
SEN12,SEN,Senegal,12,True
SEN13,SEN,Senegal,13,True
SEN15,SEN,Senegal,15,True
SEN16,SEN,Senegal,16,True
SEN17,SEN,Senegal,17,True
SEN18,SEN,Senegal,18,True
SEN19,SEN,Senegal,19,True
SEN20,SEN,Senegal,20,True
SUI01,SUI,Suíça,1,True
SUI02,SUI,Suíça,2,True
SUI06,SUI,Suíça,6,True
SUI08,SUI,Suíça,8,True
SUI11,SUI,Suíça,11,True
SUI12,SUI,Suíça,12,True
SUI13,SUI,Suíça,13,True
SUI14,SUI,Suíça,14,True
SUI16,SUI,Suíça,16,True
SUI17,SUI,Suíça,17,True
SUI18,SUI,Suíça,18,True
SUI19,SUI,Suíça,19,True
SUI20,SUI,Suíça,20,True
SWE01,SWE,Suécia,1,True
SWE02,SWE,Suécia,2,True
SWE03,SWE,Suécia,3,True
SWE04,SWE,Suécia,4,True
SWE05,SWE,Suécia,5,True
SWE06,SWE,Suécia,6,True
SWE07,SWE,Suécia,7,True
SWE09,SWE,Suécia,9,True
SWE10,SWE,Suécia,10,True
SWE11,SWE,Suécia,11,True
SWE12,SWE,Suécia,12,True
SWE14,SWE,Suécia,14,True
SWE15,SWE,Suécia,15,True
SWE17,SWE,Suécia,17,True
SWE20,SWE,Suécia,20,True
TUN01,TUN,Tunísia,1,True
TUN03,TUN,Tunísia,3,True
TUN05,TUN,Tunísia,5,True
TUN06,TUN,Tunísia,6,True
TUN08,TUN,Tunísia,8,True
TUN09,TUN,Tunísia,9,True
TUN10,TUN,Tunísia,10,True
TUN11,TUN,Tunísia,11,True
TUN12,TUN,Tunísia,12,True
TUN13,TUN,Tunísia,13,True
TUN14,TUN,Tunísia,14,True
TUN15,TUN,Tunísia,15,True
TUN16,TUN,Tunísia,16,True
TUN17,TUN,Tunísia,17,True
TUN18,TUN,Tunísia,18,True
TUN19,TUN,Tunísia,19,True
TUR03,TUR,Turquia,3,True
TUR06,TUR,Turquia,6,True
TUR08,TUR,Turquia,8,True
TUR10,TUR,Turquia,10,True
TUR11,TUR,Turquia,11,True
TUR12,TUR,Turquia,12,True
TUR13,TUR,Turquia,13,True
TUR14,TUR,Turquia,14,True
TUR15,TUR,Turquia,15,True
TUR16,TUR,Turquia,16,True
TUR17,TUR,Turquia,17,True
TUR18,TUR,Turquia,18,True
TUR20,TUR,Turquia,20,True
URU01,URU,Uruguai,1,True
URU02,URU,Uruguai,2,True
URU03,URU,Uruguai,3,True
URU04,URU,Uruguai,4,True
URU06,URU,Uruguai,6,True
URU07,URU,Uruguai,7,True
URU08,URU,Uruguai,8,True
URU09,URU,Uruguai,9,True
URU10,URU,Uruguai,10,True
URU11,URU,Uruguai,11,True
URU12,URU,Uruguai,12,True
URU13,URU,Uruguai,13,True
URU15,URU,Uruguai,15,True
URU16,URU,Uruguai,16,True
URU18,URU,Uruguai,18,True
URU19,URU,Uruguai,19,True
URU20,URU,Uruguai,20,True
USA06,USA,Estados Unidos,6,True
USA10,USA,Estados Unidos,10,True
USA12,USA,Estados Unidos,12,True
USA13,USA,Estados Unidos,13,True
USA16,USA,Estados Unidos,16,True
USA17,USA,Estados Unidos,17,True
USA18,USA,Estados Unidos,18,True
UZB02,UZB,Uzbequistão,2,True
UZB03,UZB,Uzbequistão,3,True
UZB04,UZB,Uzbequistão,4,True
UZB06,UZB,Uzbequistão,6,True
UZB08,UZB,Uzbequistão,8,True
UZB10,UZB,Uzbequistão,10,True
UZB12,UZB,Uzbequistão,12,True
UZB15,UZB,Uzbequistão,15,True
UZB17,UZB,Uzbequistão,17,True
UZB18,UZB,Uzbequistão,18,True
UZB19,UZB,Uzbequistão,19,True
UZB20,UZB,Uzbequistão,20,True
