sticker_id,team_code,country,sticker_number,owned
BEL16,BEL,Bélgica,16,True
BEL17,BEL,Bélgica,17,True
BEL18,BEL,Bélgica,18,True
BEL19,BEL,Bélgica,19,False
BEL20,BEL,Bélgica,20,False
BIH01,BIH,Bósnia,1,False
BIH02,BIH,Bósnia,2,True
BIH03,BIH,Bósnia,3,True
BIH04,BIH,Bósnia,4,False
BIH05,BIH,Bósnia,5,True
BIH06,BIH,Bósnia,6,False
BIH07,BIH,Bósnia,7,True
BIH08,BIH,Bósnia,8,True
BIH09,BIH,Bósnia,9,False
BIH10,BIH,Bósnia,10,True
BIH11,BIH,Bósnia,11,True
BIH12,BIH,Bósnia,12,True
BIH13,BIH,Bósnia,13,False
BIH14,BIH,Bósnia,14,True
BIH15,BIH,Bósnia,15,True
BIH16,BIH,Bósnia,16,True
BIH17,BIH,Bósnia,17,True
BIH18,BIH,Bósnia,18,True
BIH19,BIH,Bósnia,19,True
BIH20,BIH,Bósnia,20,False
BRA01,BRA,Brasil,1,False
BRA02,BRA,Brasil,2,True
BRA03,BRA,Brasil,3,True
BRA04,BRA,Brasil,4,False
BRA05,BRA,Brasil,5,True
BRA06,BRA,Brasil,6,True
BRA07,BRA,Brasil,7,True
BRA08,BRA,Brasil,8,False
BRA09,BRA,Brasil,9,True
BRA10,BRA,Brasil,10,True
BRA11,BRA,Brasil,11,True
BRA12,BRA,Brasil,12,False
BRA13,BRA,Brasil,13,False
BRA14,BRA,Brasil,14,True
BRA15,BRA,Brasil,15,True
BRA16,BRA,Brasil,16,False
BRA17,BRA,Brasil,17,False
BRA18,BRA,Brasil,18,True
BRA19,BRA,Brasil,19,True
BRA20,BRA,Brasil,20,False
CAN01,CAN,Canadá,1,True
CAN02,CAN,Canadá,2,False
CAN03,CAN,Canadá,3,True
CAN04,CAN,Canadá,4,True
CAN05,CAN,Canadá,5,False
CAN06,CAN,Canadá,6,True
CAN07,CAN,Canadá,7,True
CAN08,CAN,Canadá,8,True
CAN09,CAN,Canadá,9,False
CAN10,CAN,Canadá,10,True
CAN11,CAN,Canadá,11,True
CAN12,CAN,Canadá,12,True
CAN13,CAN,Canadá,13,True
CAN14,CAN,Canadá,14,False
CAN15,CAN,Canadá,15,False
CAN16,CAN,Canadá,16,True
CAN17,CAN,Canadá,17,True
CAN18,CAN,Canadá,18,False
CAN19,CAN,Canadá,19,True
CAN20,CAN,Canadá,20,False
CIV01,CIV,Costa do Marfim,1,False
CIV02,CIV,Costa do Marfim,2,False
CIV03,CIV,Costa do Marfim,3,False
CIV04,CIV,Costa do Marfim,4,False
CIV05,CIV,Costa do Marfim,5,True
CIV06,CIV,Costa do Marfim,6,True
CIV07,CIV,Costa do Marfim,7,False
CIV08,CIV,Costa do Marfim,8,False
CIV09,CIV,Costa do Marfim,9,False
CIV10,CIV,Costa do Marfim,10,False
CIV11,CIV,Costa do Marfim,11,False
CIV12,CIV,Costa do Marfim,12,False
CIV13,CIV,Costa do Marfim,13,True
CIV14,CIV,Costa do Marfim,14,False
CIV15,CIV,Costa do Marfim,15,True
CIV16,CIV,Costa do Marfim,16,False
CIV17,CIV,Costa do Marfim,17,False
CIV18,CIV,Costa do Marfim,18,False
CIV19,CIV,Costa do Marfim,19,True
CIV20,CIV,Costa do Marfim,20,False
COD01,COD,Congo,1,False
COD02,COD,Congo,2,True
COD03,COD,Congo,3,False
COD04,COD,Congo,4,True
COD05,COD,Congo,5,True
COD06,COD,Congo,6,True
COD07,COD,Congo,7,True
COD08,COD,Congo,8,False
COD09,COD,Congo,9,False
COD10,COD,Congo,10,False
COD11,COD,Congo,11,True
COD12,COD,Congo,12,True
COD13,COD,Congo,13,False
COD14,COD,Congo,14,False
COD15,COD,Congo,15,False
COD16,COD,Congo,16,True
COD17,COD,Congo,17,True
COD18,COD,Congo,18,True
COD19,COD,Congo,19,False
COD20,COD,Congo,20,False
COL01,COL,Colômbia,1,False
COL02,COL,Colômbia,2,False
COL03,COL,Colômbia,3,False
COL04,COL,Colômbia,4,True
COL05,COL,Colômbia,5,False
COL06,COL,Colômbia,6,True
COL07,COL,Colômbia,7,True
COL08,COL,Colômbia,8,True
COL09,COL,Colômbia,9,True
COL10,COL,Colômbia,10,True
COL11,COL,Colômbia,11,False
COL12,COL,Colômbia,12,True
COL13,COL,Colômbia,13,True
COL14,COL,Colômbia,14,True
COL15,COL,Colômbia,15,True
COL16,COL,Colômbia,16,False
COL17,COL,Colômbia,17,True
COL18,COL,Colômbia,18,False
COL19,COL,Colômbia,19,False
COL20,COL,Colômbia,20,True
CPV01,CPV,Cabo Verde,1,False
CPV02,CPV,Cabo Verde,2,False
CPV03,CPV,Cabo Verde,3,True
CPV04,CPV,Cabo Verde,4,False
CPV05,CPV,Cabo Verde,5,False
CPV06,CPV,Cabo Verde,6,True
CPV07,CPV,Cabo Verde,7,True
CPV08,CPV,Cabo Verde,8,False
CPV09,CPV,Cabo Verde,9,True
CPV10,CPV,Cabo Verde,10,False
CPV11,CPV,Cabo Verde,11,True
CPV12,CPV,Cabo Verde,12,True
CPV13,CPV,Cabo Verde,13,True
CPV14,CPV,Cabo Verde,14,True
CPV15,CPV,Cabo Verde,15,False
CPV16,CPV,Cabo Verde,16,True
CPV17,CPV,Cabo Verde,17,True
CPV18,CPV,Cabo Verde,18,True
CPV19,CPV,Cabo Verde,19,False
CPV20,CPV,Cabo Verde,20,True
CRO01,CRO,Croácia,1,False
CRO02,CRO,Croácia,2,False
CRO03,CRO,Croácia,3,False
CRO04,CRO,Croácia,4,True
CRO05,CRO,Croácia,5,False
CRO06,CRO,Croácia,6,False
CRO07,CRO,Croácia,7,False
CRO08,CRO,Croácia,8,True
CRO09,CRO,Croácia,9,True
CRO10,CRO,Croácia,10,False
CRO11,CRO,Croácia,11,False
CRO12,CRO,Croácia,12,True
CRO13,CRO,Croácia,13,False
CRO14,CRO,Croácia,14,False
CRO15,CRO,Croácia,15,True
CRO16,CRO,Croácia,16,False
CRO17,CRO,Croácia,17,True
CRO18,CRO,Croácia,18,True
CRO19,CRO,Croácia,19,True
CRO20,CRO,Croácia,20,False
CUW01,CUW,Curaçao,1,False
CUW02,CUW,Curaçao,2,False
CUW03,CUW,Curaçao,3,True
CUW04,CUW,Curaçao,4,True
CUW05,CUW,Curaçao,5,False
CUW06,CUW,Curaçao,6,True
CUW07,CUW,Curaçao,7,False
CUW08,CUW,Curaçao,8,True
CUW09,CUW,Curaçao,9,False
CUW10,CUW,Curaçao,10,False
CUW11,CUW,Curaçao,11,False
CUW12,CUW,Curaçao,12,True
CUW13,CUW,Curaçao,13,False
CUW14,CUW,Curaçao,14,False
CUW15,CUW,Curaçao,15,True
CUW16,CUW,Curaçao,16,False
CUW17,CUW,Curaçao,17,True
CUW18,CUW,Curaçao,18,True
CUW19,CUW,Curaçao,19,True
CUW20,CUW,Curaçao,20,False
CZE01,CZE,Rep. Tcheca,1,True
CZE02,CZE,Rep. Tcheca,2,True
CZE03,CZE,Rep. Tcheca,3,False
CZE04,CZE,Rep. Tcheca,4,True
CZE05,CZE,Rep. Tcheca,5,True
CZE06,CZE,Rep. Tcheca,6,False
CZE07,CZE,Rep. Tcheca,7,True
CZE08,CZE,Rep. Tcheca,8,True
CZE09,CZE,Rep. Tcheca,9,True
CZE10,CZE,Rep. Tcheca,10,True
CZE11,CZE,Rep. Tcheca,11,False
CZE12,CZE,Rep. Tcheca,12,False
CZE13,CZE,Rep. Tcheca,13,True
CZE14,CZE,Rep. Tcheca,14,True
CZE15,CZE,Rep. Tcheca,15,False
CZE16,CZE,Rep. Tcheca,16,False
CZE17,CZE,Rep. Tcheca,17,True
CZE18,CZE,Rep. Tcheca,18,True
CZE19,CZE,Rep. Tcheca,19,True
CZE20,CZE,Rep. Tcheca,20,False
ECU01,ECU,Equador,1,True
ECU02,ECU,Equador,2,True
ECU03,ECU,Equador,3,True
ECU04,ECU,Equador,4,True
ECU05,ECU,Equador,5,True
ECU06,ECU,Equador,6,False
ECU07,ECU,Equador,7,False
ECU08,ECU,Equador,8,True
ECU09,ECU,Equador,9,False
ECU10,ECU,Equador,10,False
ECU11,ECU,Equador,11,False
ECU12,ECU,Equador,12,False
ECU13,ECU,Equador,13,True
ECU14,ECU,Equador,14,False
ECU15,ECU,Equador,15,False
ECU16,ECU,Equador,16,True
ECU17,ECU,Equador,17,True
ECU18,ECU,Equador,18,False
ECU19,ECU,Equador,19,False
ECU20,ECU,Equador,20,True
EGY01,EGY,Egito,1,False
EGY02,EGY,Egito,2,False
EGY03,EGY,Egito,3,True
EGY04,EGY,Egito,4,True
EGY05,EGY,Egito,5,True
EGY06,EGY,Egito,6,False
EGY07,EGY,Egito,7,True
EGY08,EGY,Egito,8,False
EGY09,EGY,Egito,9,False
EGY10,EGY,Egito,10,True
EGY11,EGY,Egito,11,True
EGY12,EGY,Egito,12,False
EGY13,EGY,Egito,13,False
EGY14,EGY,Egito,14,False
EGY15,EGY,Egito,15,True
EGY16,EGY,Egito,16,True
EGY17,EGY,Egito,17,False
EGY18,EGY,Egito,18,True
EGY19,EGY,Egito,19,True
EGY20,EGY,Egito,20,True
ENG01,ENG,Inglaterra,1,False
ENG02,ENG,Inglaterra,2,False
ENG03,ENG,Inglaterra,3,True
ENG04,ENG,Inglaterra,4,True
ENG05,ENG,Inglaterra,5,True
ENG06,ENG,Inglaterra,6,False
ENG07,ENG,Inglaterra,7,True
ENG08,ENG,Inglaterra,8,True
ENG09,ENG,Inglaterra,9,True
ENG10,ENG,Inglaterra,10,True
ENG11,ENG,Inglaterra,11,True
ENG12,ENG,Inglaterra,12,False
ENG13,ENG,Inglaterra,13,False
ENG14,ENG,Inglaterra,14,True
ENG15,ENG,Inglaterra,15,True
ENG16,ENG,Inglaterra,16,True
ENG17,ENG,Inglaterra,17,False
ENG18,ENG,Inglaterra,18,True
ENG19,ENG,Inglaterra,19,False
ENG20,ENG,Inglaterra,20,False
ESP01,ESP,Espanha,1,False
ESP02,ESP,Espanha,2,True
ESP03,ESP,Espanha,3,False
ESP04,ESP,Espanha,4,False
ESP05,ESP,Espanha,5,True
ESP06,ESP,Espanha,6,False
ESP07,ESP,Espanha,7,True
ESP08,ESP,Espanha,8,False
ESP09,ESP,Espanha,9,True
ESP10,ESP,Espanha,10,False
ESP11,ESP,Espanha,11,True
ESP12,ESP,Espanha,12,True
ESP13,ESP,Espanha,13,False
ESP14,ESP,Espanha,14,False
ESP15,ESP,Espanha,15,True
ESP16,ESP,Espanha,16,False
ESP17,ESP,Espanha,17,True
ESP18,ESP,Espanha,18,False
ESP19,ESP,Espanha,19,False
ESP20,ESP,Espanha,20,False
FRA01,FRA,França,1,True
FRA02,FRA,França,2,False
FRA03,FRA,França,3,False
FRA04,FRA,França,4,True
FRA05,FRA,França,5,True
FRA06,FRA,França,6,False
FRA07,FRA,França,7,True
FRA08,FRA,França,8,False
FRA09,FRA,França,9,True
FRA10,FRA,França,10,False
FRA11,FRA,França,11,True
FRA12,FRA,França,12,False
FRA13,FRA,França,13,False
FRA14,FRA,França,14,True
FRA15,FRA,França,15,False
FRA16,FRA,França,16,True
FRA17,FRA,França,17,True
FRA18,FRA,França,18,True
FRA19,FRA,França,19,False
FRA20,FRA,França,20,True
GER01,GER,Alemanha,1,False
GER02,GER,Alemanha,2,True
GER03,GER,Alemanha,3,False
GER04,GER,Alemanha,4,True
GER05,GER,Alemanha,5,True
GER06,GER,Alemanha,6,True
GER07,GER,Alemanha,7,True
GER08,GER,Alemanha,8,True
GER09,GER,Alemanha,9,False
GER10,GER,Alemanha,10,True
GER11,GER,Alemanha,11,True
GER12,GER,Alemanha,12,True
GER13,GER,Alemanha,13,False
GER14,GER,Alemanha,14,False
GER15,GER,Alemanha,15,True
GER16,GER,Alemanha,16,True
GER17,GER,Alemanha,17,False
GER18,GER,Alemanha,18,True
GER19,GER,Alemanha,19,True
GER20,GER,Alemanha,20,True
GHA01,GHA,Gana,1,False
GHA02,GHA,Gana,2,False
GHA03,GHA,Gana,3,True
GHA04,GHA,Gana,4,True
GHA05,GHA,Gana,5,True
GHA06,GHA,Gana,6,True
GHA07,GHA,Gana,7,True
GHA08,GHA,Gana,8,False
GHA09,GHA,Gana,9,False
GHA10,GHA,Gana,10,False
GHA11,GHA,Gana,11,False
GHA12,GHA,Gana,12,True
GHA13,GHA,Gana,13,False
GHA14,GHA,Gana,14,False
GHA15,GHA,Gana,15,False
GHA16,GHA,Gana,16,False
GHA17,GHA,Gana,17,True
GHA18,GHA,Gana,18,False
GHA19,GHA,Gana,19,True
GHA20,GHA,Gana,20,True
HAI01,HAI,Haiti,1,False
HAI02,HAI,Haiti,2,True
HAI03,HAI,Haiti,3,True
HAI04,HAI,Haiti,4,False
HAI05,HAI,Haiti,5,True
HAI06,HAI,Haiti,6,True
HAI07,HAI,Haiti,7,False
HAI08,HAI,Haiti,8,False
HAI09,HAI,Haiti,9,True
HAI10,HAI,Haiti,10,True
HAI11,HAI,Haiti,11,True
HAI12,HAI,Haiti,12,True
HAI13,HAI,Haiti,13,False
HAI14,HAI,Haiti,14,True
HAI15,HAI,Haiti,15,True
HAI16,HAI,Haiti,16,False
HAI17,HAI,Haiti,17,False
HAI18,HAI,Haiti,18,False
HAI19,HAI,Haiti,19,True
HAI20,HAI,Haiti,20,True
IRN01,IRN,Irã,1,False
IRN02,IRN,Irã,2,True
IRN03,IRN,Irã,3,False
IRN04,IRN,Irã,4,True
IRN05,IRN,Irã,5,True
IRN06,IRN,Irã,6,False
IRN07,IRN,Irã,7,False
IRN08,IRN,Irã,8,True
IRN09,IRN,Irã,9,True
IRN10,IRN,Irã,10,False
IRN11,IRN,Irã,11,False
IRN12,IRN,Irã,12,True
IRN13,IRN,Irã,13,True
IRN14,IRN,Irã,14,True
IRN15,IRN,Irã,15,False
IRN16,IRN,Irã,16,False
IRN17,IRN,Irã,17,True
IRN18,IRN,Irã,18,True
IRN19,IRN,Irã,19,False
IRN20,IRN,Irã,20,False
IRQ01,IRQ,Iraque,1,False
IRQ02,IRQ,Iraque,2,False
IRQ03,IRQ,Iraque,3,False
IRQ04,IRQ,Iraque,4,True
IRQ05,IRQ,Iraque,5,False
IRQ06,IRQ,Iraque,6,True
IRQ07,IRQ,Iraque,7,False
IRQ08,IRQ,Iraque,8,True
IRQ09,IRQ,Iraque,9,False
IRQ10,IRQ,Iraque,10,True
IRQ11,IRQ,Iraque,11,True
IRQ12,IRQ,Iraque,12,False
IRQ13,IRQ,Iraque,13,False
IRQ14,IRQ,Iraque,14,True
IRQ15,IRQ,Iraque,15,False
IRQ16,IRQ,Iraque,16,False
IRQ17,IRQ,Iraque,17,True
IRQ18,IRQ,Iraque,18,True
IRQ19,IRQ,Iraque,19,True
IRQ20,IRQ,Iraque,20,True
JOR01,JOR,Jordânia,1,True
JOR02,JOR,Jordânia,2,False
JOR03,JOR,Jordânia,3,False
JOR04,JOR,Jordânia,4,False
JOR05,JOR,Jordânia,5,True
JOR06,JOR,Jordânia,6,True
JOR07,JOR,Jordânia,7,True
JOR08,JOR,Jordânia,8,True
JOR09,JOR,Jordânia,9,True
JOR10,JOR,Jordânia,10,True
JOR11,JOR,Jordânia,11,True
JOR12,JOR,Jordânia,12,True
JOR13,JOR,Jordânia,13,True
JOR14,JOR,Jordânia,14,True
JOR15,JOR,Jordânia,15,True
JOR16,JOR,Jordânia,16,True
JOR17,JOR,Jordânia,17,True
JOR18,JOR,Jordânia,18,True
JOR19,JOR,Jordânia,19,True
JOR20,JOR,Jordânia,20,True
JPN01,JPN,Japão,1,False
JPN02,JPN,Japão,2,False
JPN03,JPN,Japão,3,True
JPN04,JPN,Japão,4,False
JPN05,JPN,Japão,5,True
JPN06,JPN,Japão,6,False
JPN07,JPN,Japão,7,False
JPN08,JPN,Japão,8,False
JPN09,JPN,Japão,9,True
JPN10,JPN,Japão,10,False
JPN11,JPN,Japão,11,False
JPN12,JPN,Japão,12,False
JPN13,JPN,Japão,13,False
JPN14,JPN,Japão,14,True
JPN15,JPN,Japão,15,True
JPN16,JPN,Japão,16,False
JPN17,JPN,Japão,17,False
JPN18,JPN,Japão,18,True
JPN19,JPN,Japão,19,True
JPN20,JPN,Japão,20,False
KOR01,KOR,Coreia do Sul,1,False
KOR02,KOR,Coreia do Sul,2,False
KOR03,KOR,Coreia do Sul,3,True
KOR04,KOR,Coreia do Sul,4,False
KOR05,KOR,Coreia do Sul,5,False
KOR06,KOR,Coreia do Sul,6,False
KOR07,KOR,Coreia do Sul,7,True
KOR08,KOR,Coreia do Sul,8,False
KOR09,KOR,Coreia do Sul,9,False
KOR10,KOR,Coreia do Sul,10,True
KOR11,KOR,Coreia do Sul,11,True
KOR12,KOR,Coreia do Sul,12,False
KOR13,KOR,Coreia do Sul,13,True
KOR14,KOR,Coreia do Sul,14,False
KOR15,KOR,Coreia do Sul,15,True
KOR16,KOR,Coreia do Sul,16,True
KOR17,KOR,Coreia do Sul,17,False
KOR18,KOR,Coreia do Sul,18,False
KOR19,KOR,Coreia do Sul,19,True
KOR20,KOR,Coreia do Sul,20,True
KSA01,KSA,Arábia Saudita,1,False
KSA02,KSA,Arábia Saudita,2,False
KSA03,KSA,Arábia Saudita,3,False
KSA04,KSA,Arábia Saudita,4,True
KSA05,KSA,Arábia Saudita,5,True
KSA06,KSA,Arábia Saudita,6,False
KSA07,KSA,Arábia Saudita,7,True
KSA08,KSA,Arábia Saudita,8,False
KSA09,KSA,Arábia Saudita,9,True
KSA10,KSA,Arábia Saudita,10,False
KSA11,KSA,Arábia Saudita,11,True
KSA12,KSA,Arábia Saudita,12,True
KSA13,KSA,Arábia Saudita,13,True
KSA14,KSA,Arábia Saudita,14,True
KSA15,KSA,Arábia Saudita,15,True
KSA16,KSA,Arábia Saudita,16,True
KSA17,KSA,Arábia Saudita,17,True
KSA18,KSA,Arábia Saudita,18,True
KSA19,KSA,Arábia Saudita,19,True
KSA20,KSA,Arábia Saudita,20,True
MAR01,MAR,Marrocos,1,True
MAR02,MAR,Marrocos,2,True
MAR03,MAR,Marrocos,3,True
MAR04,MAR,Marrocos,4,True
MAR05,MAR,Marrocos,5,False
MAR06,MAR,Marrocos,6,True
MAR07,MAR,Marrocos,7,True
MAR08,MAR,Marrocos,8,True
MAR09,MAR,Marrocos,9,True
MAR10,MAR,Marrocos,10,True
MAR11,MAR,Marrocos,11,True
MAR12,MAR,Marrocos,12,False
MAR13,MAR,Marrocos,13,False
MAR14,MAR,Marrocos,14,True
MAR15,MAR,Marrocos,15,True
MAR16,MAR,Marrocos,16,True
MAR17,MAR,Marrocos,17,True
MAR18,MAR,Marrocos,18,True
MAR19,MAR,Marrocos,19,True
MAR20,MAR,Marrocos,20,True
MEX01,MEX,México,1,False
MEX02,MEX,México,2,False
MEX03,MEX,México,3,True
MEX04,MEX,México,4,False
MEX05,MEX,México,5,True
MEX06,MEX,México,6,True
MEX07,MEX,México,7,True
MEX08,MEX,México,8,True
MEX09,MEX,México,9,True
MEX10,MEX,México,10,True
MEX11,MEX,México,11,True
MEX12,MEX,México,12,True
MEX13,MEX,México,13,True
MEX14,MEX,México,14,True
MEX15,MEX,México,15,True
MEX16,MEX,México,16,True
MEX17,MEX,México,17,True
MEX18,MEX,México,18,False
MEX19,MEX,México,19,False
MEX20,MEX,México,20,True
NED01,NED,Holanda,1,True
NED02,NED,Holanda,2,True
NED03,NED,Holanda,3,True
NED04,NED,Holanda,4,True
NED05,NED,Holanda,5,True
NED06,NED,Holanda,6,True
NED07,NED,Holanda,7,False
NED08,NED,Holanda,8,True
NED09,NED,Holanda,9,True
NED10,NED,Holanda,10,True
NED11,NED,Holanda,11,False
NED12,NED,Holanda,12,False
NED13,NED,Holanda,13,False
NED14,NED,Holanda,14,True
NED15,NED,Holanda,15,True
NED16,NED,Holanda,16,False
NED17,NED,Holanda,17,False
NED18,NED,Holanda,18,False
NED19,NED,Holanda,19,False
NED20,NED,Holanda,20,True
NOR01,NOR,Noruega,1,False
NOR02,NOR,Noruega,2,False
NOR03,NOR,Noruega,3,False
NOR04,NOR,Noruega,4,False
NOR05,NOR,Noruega,5,True
NOR06,NOR,Noruega,6,False
NOR07,NOR,Noruega,7,False
NOR08,NOR,Noruega,8,True
NOR09,NOR,Noruega,9,True
NOR10,NOR,Noruega,10,False
NOR11,NOR,Noruega,11,True
NOR12,NOR,Noruega,12,False
NOR13,NOR,Noruega,13,True
NOR14,NOR,Noruega,14,True
NOR15,NOR,Noruega,15,False
NOR16,NOR,Noruega,16,False
NOR17,NOR,Noruega,17,False
NOR18,NOR,Noruega,18,True
NOR19,NOR,Noruega,19,False
NOR20,NOR,Noruega,20,False
NZL01,NZL,Nova Zelândia,1,False
NZL02,NZL,Nova Zelândia,2,True
NZL03,NZL,Nova Zelândia,3,False
NZL04,NZL,Nova Zelândia,4,False
NZL05,NZL,Nova Zelândia,5,True
NZL06,NZL,Nova Zelândia,6,True
NZL07,NZL,Nova Zelândia,7,True
NZL08,NZL,Nova Zelândia,8,False
NZL09,NZL,Nova Zelândia,9,False
NZL10,NZL,Nova Zelândia,10,True
NZL11,NZL,Nova Zelândia,11,True
NZL12,NZL,Nova Zelândia,12,False
NZL13,NZL,Nova Zelândia,13,True
NZL14,NZL,Nova Zelândia,14,False
NZL15,NZL,Nova Zelândia,15,True
NZL16,NZL,Nova Zelândia,16,False
NZL17,NZL,Nova Zelândia,17,False
NZL18,NZL,Nova Zelândia,18,False
NZL19,NZL,Nova Zelândia,19,True
NZL20,NZL,Nova Zelândia,20,False
PAN01,PAN,Panamá,1,False
PAN02,PAN,Panamá,2,True
PAN03,PAN,Panamá,3,True
PAN04,PAN,Panamá,4,False
PAN05,PAN,Panamá,5,True
PAN06,PAN,Panamá,6,True
PAN07,PAN,Panamá,7,False
PAN08,PAN,Panamá,8,False
PAN09,PAN,Panamá,9,True
PAN10,PAN,Panamá,10,True
PAN11,PAN,Panamá,11,False
PAN12,PAN,Panamá,12,False
PAN13,PAN,Panamá,13,True
PAN14,PAN,Panamá,14,True
PAN15,PAN,Panamá,15,False
PAN16,PAN,Panamá,16,True
PAN17,PAN,Panamá,17,False
PAN18,PAN,Panamá,18,True
PAN19,PAN,Panamá,19,False
PAN20,PAN,Panamá,20,True
PAR01,PAR,Paraguai,1,False
PAR02,PAR,Paraguai,2,False
PAR03,PAR,Paraguai,3,True
PAR04,PAR,Paraguai,4,False
PAR05,PAR,Paraguai,5,True
PAR06,PAR,Paraguai,6,True
PAR07,PAR,Paraguai,7,True
PAR08,PAR,Paraguai,8,False
PAR09,PAR,Paraguai,9,False
PAR10,PAR,Paraguai,10,True
PAR11,PAR,Paraguai,11,True
PAR12,PAR,Paraguai,12,False
PAR13,PAR,Paraguai,13,True
PAR14,PAR,Paraguai,14,False
PAR15,PAR,Paraguai,15,True
PAR16,PAR,Paraguai,16,False
PAR17,PAR,Paraguai,17,False
PAR18,PAR,Paraguai,18,False
PAR19,PAR,Paraguai,19,True
PAR20,PAR,Paraguai,20,False
POR01,POR,Portugal,1,True
POR02,POR,Portugal,2,False
POR03,POR,Portugal,3,False
POR04,POR,Portugal,4,False
POR05,POR,Portugal,5,False
POR06,POR,Portugal,6,True
POR07,POR,Portugal,7,True
POR08,POR,Portugal,8,False
POR09,POR,Portugal,9,True
POR10,POR,Portugal,10,True
POR11,POR,Portugal,11,True
POR12,POR,Portugal,12,True
POR13,POR,Portugal,13,False
POR14,POR,Portugal,14,True
POR15,POR,Portugal,15,True
POR16,POR,Portugal,16,True
POR17,POR,Portugal,17,False
POR18,POR,Portugal,18,True
POR19,POR,Portugal,19,True
POR20,POR,Portugal,20,True
QAT01,QAT,Catar,1,True
QAT02,QAT,Catar,2,True
QAT03,QAT,Catar,3,True
QAT04,QAT,Catar,4,False
QAT05,QAT,Catar,5,True
QAT06,QAT,Catar,6,True
QAT07,QAT,Catar,7,True
QAT08,QAT,Catar,8,True
QAT09,QAT,Catar,9,True
QAT10,QAT,Catar,10,True
QAT11,QAT,Catar,11,True
QAT12,QAT,Catar,12,True
QAT13,QAT,Catar,13,True
QAT14,QAT,Catar,14,True
QAT15,QAT,Catar,15,False
QAT16,QAT,Catar,16,True
QAT17,QAT,Catar,17,False
QAT18,QAT,Catar,18,True
QAT19,QAT,Catar,19,False
QAT20,QAT,Catar,20,True
